date,sw_irrad,lw_irrad,humidity,temperature,wind_speed
2010-02-07,131.8,200.6,71.6,-9.57,0.045
2010-02-08,142.3,171.5,30.55,-7.12,0.886
2010-02-09,70.7,256.4,74.9,-7.68,0.443
2010-02-10,101.9,265.7,87.1,-13.12,0.0
2010-02-11,123.8,219.5,82.2,-16.97,0.035
2010-02-12,148.9,167.2,52.99,-12.9,0.131
2010-02-13,155.4,162.0,30.28,-10.82,0.22
2010-02-14,159.1,164.9,41.36,-12.31,0.363
2010-02-15,162.2,166.3,46.31,-12.12,0.547
2010-02-16,105.9,212.7,42.85,-8.59,0.291
2010-02-17,84.2,263.9,75.6,-5.222,0.39
2010-02-18,109.7,251.0,81.3,-4.24,1.938
2010-02-19,75.2,278.6,90.3,-7.03,0.798
2010-02-20,123.7,240.1,86.7,-12.68,0.0
2010-02-21,150.8,226.0,62.72,-9.36,0.839
2010-02-22,158.3,244.6,67.95,-3.971,2.711
2010-02-23,69.85,274.3,87.0,-4.625,2.389
2010-02-24,104.6,258.8,80.7,-5.458,1.315
2010-02-25,102.2,273.7,73.1,-2.877,5.129
2010-02-26,57.7,269.7,90.8,-8.01,5.21
2010-02-27,117.0,242.2,45.18,-3.908,1.806
2010-02-28,70.8,284.5,45.18,-2.868,3.769
2010-03-01,164.1,204.5,38.48,-5.408,0.79
2010-03-02,128.7,233.1,64.48,-6.652,1.236
2010-03-03,107.5,251.8,50.73,-4.796,0.284
2010-03-04,107.9,260.9,76.2,-7.25,0.227
2010-03-05,215.5,149.4,36.94,-13.82,0.388
2010-03-06,111.3,193.2,50.94,-12.91,1.324
2010-03-07,125.8,202.7,49.5,-13.65,7.94
2010-03-08,217.0,166.5,50.14,-11.79,0.087
2010-03-09,191.9,180.9,66.83,-15.17,4.03
2010-03-10,159.2,233.7,82.6,-11.64,1.038
2010-03-11,195.6,230.5,73.2,-9.73,0.003
2010-03-12,226.9,184.5,58.98,-8.99,0.033
2010-03-13,229.3,180.4,41.47,-6.598,0.014
2010-03-14,232.2,192.2,48.06,-6.733,0.088
2010-03-15,244.5,211.3,70.3,-10.38,1.276
2010-03-16,214.8,201.3,42.98,-6.096,0.111
2010-03-17,222.1,197.1,18.17,-1.724,0.671
2010-03-18,203.0,227.8,19.01,0.337,0.638
2010-03-19,239.8,248.0,45.07,1.348,1.884
2010-03-20,99.1,315.0,81.0,2.445,5.724
2010-03-21,86.8,309.4,89.8,0.541,3.04
2010-03-22,185.0,267.7,75.6,-0.106,0.07
2010-03-23,256.7,196.8,35.4,-0.733,0.315
2010-03-24,250.5,220.9,50.17,-0.284,1.429
2010-03-25,167.3,265.1,57.61,1.257,3.67
2010-03-26,130.5,269.8,73.1,-3.152,4.002
2010-03-27,153.1,273.3,88.5,-6.037,3.854
2010-03-28,116.2,290.2,93.7,-4.295,1.586
2010-03-29,233.7,253.5,67.83,-0.794,0.975
2010-03-30,101.5,277.5,73.8,-3.742,6.766
2010-03-31,129.3,249.0,77.3,-7.91,3.123
2010-04-01,173.9,250.5,88.0,-9.31,2.337
2010-04-02,278.4,227.8,63.04,-7.61,2.423
2010-04-03,140.1,266.2,71.9,-4.58,1.299
2010-04-04,165.1,277.4,90.6,-6.872,1.357
2010-04-05,291.1,208.9,59.63,-5.914,0.433
2010-04-06,292.2,209.8,29.79,2.269,1.099
2010-04-07,252.7,267.6,62.69,0.419,0.253
2010-04-08,162.9,280.1,85.5,-1.468,0.0
2010-04-09,278.4,214.6,51.2,-0.368,0.429
2010-04-10,301.9,235.7,59.05,-0.051,0.132
2010-04-11,316.4,230.2,56.56,-4.634,0.639
2010-04-12,185.8,278.6,87.8,-8.42,0.0
2010-04-13,268.0,226.8,69.21,-7.43,0.235
2010-04-14,285.1,204.4,62.26,-6.258,0.019
2010-04-15,187.7,248.6,69.13,-5.4,0.108
2010-04-16,273.4,225.6,64.96,-3.506,0.059
2010-04-17,303.6,226.1,53.69,-1.233,0.122
2010-04-18,199.8,272.0,78.3,-2.017,0.208
2010-04-19,316.2,223.5,52.76,-1.068,0.457
2010-04-20,184.2,249.3,70.3,-1.204,0.619
2010-04-21,307.0,217.4,52.74,0.087,0.582
2010-04-22,299.3,234.1,49.68,1.888,0.155
2010-04-23,210.4,281.3,75.3,1.906,0.005
2010-04-24,275.8,253.5,72.8,2.821,0.001
2010-04-25,224.5,274.4,72.0,3.489,0.06
2010-04-26,190.0,286.4,83.1,1.473,0.406
2010-04-27,292.7,242.8,66.21,1.27,0.022
2010-04-28,324.6,234.2,52.9,4.06,0.052
2010-04-29,327.8,248.7,51.38,5.801,0.284
2010-04-30,213.0,287.4,72.1,4.03,1.657
2010-05-01,87.0,315.8,93.9,0.645,0.765
2010-05-02,114.7,308.9,97.3,-1.168,1.932
2010-05-03,201.5,286.3,92.5,-3.111,0.37
2010-05-04,210.4,293.9,81.9,0.412,4.535
2010-05-05,59.14,299.5,95.4,-1.58,0.165
2010-05-06,274.1,253.7,83.9,-3.793,0.36
2010-05-07,252.7,300.5,89.3,-2.406,0.001
2010-05-08,308.6,285.8,85.8,-1.682,0.695
2010-05-09,184.0,293.9,79.3,-0.589,0.647
2010-05-10,153.1,312.3,92.1,0.076,2.126
2010-05-11,193.2,303.7,88.3,-0.11,2.095
2010-05-12,257.8,291.5,91.9,-0.933,0.293
2010-05-13,200.1,312.3,96.6,-1.713,0.237
2010-05-14,226.4,304.2,93.0,-2.565,0.122
2010-05-15,213.2,296.8,91.3,-3.63,1.8
2010-05-16,234.0,282.1,88.2,-4.363,0.465
2010-05-17,328.3,236.1,75.5,-3.635,0.269
2010-05-18,279.6,243.8,73.4,-2.492,0.382
2010-05-19,305.3,249.3,77.3,-4.014,0.457
2010-05-20,373.9,245.5,76.2,1.462,0.171
2010-05-21,360.1,239.9,68.36,3.001,0.212
2010-05-22,329.1,242.4,59.17,3.833,0.251
2010-05-23,262.3,250.7,57.45,4.895,0.019
2010-05-24,355.4,246.6,53.86,6.166,0.161
2010-05-25,328.6,266.8,59.74,6.985,0.497
2010-05-26,213.2,295.7,69.98,4.712,2.065
2010-05-27,224.0,295.3,89.6,1.34,0.971
2010-05-28,271.6,301.7,81.4,2.601,0.544
2010-05-29,242.8,308.9,84.9,2.975,1.162
2010-05-30,72.1,317.6,94.4,1.025,6.02
2010-05-31,283.4,266.0,85.1,-0.364,2.013
2010-06-01,282.6,269.1,72.5,1.018,0.625
2010-06-02,254.9,301.9,92.2,0.632,0.397
2010-06-03,326.2,272.9,84.7,3.96,0.318
2010-06-04,336.0,259.3,66.81,7.54,0.07
2010-06-05,346.4,280.2,64.55,8.91,0.1
2010-06-06,220.8,313.2,72.3,7.61,0.842
2010-06-07,307.9,301.6,78.4,6.604,0.74
2010-06-08,229.0,286.8,59.57,7.93,0.659
2010-06-09,176.7,309.0,56.54,8.68,7.15
2010-06-10,144.3,323.0,49.32,10.8,7.86
2010-06-11,273.6,312.9,72.9,8.15,2.214
2010-06-12,148.6,340.2,97.2,5.422,0.829
2010-06-13,176.5,318.1,87.9,5.064,1.161
2010-06-14,246.0,309.2,85.9,4.151,0.724
2010-06-15,153.2,328.7,93.8,5.057,0.149
2010-06-16,106.2,333.0,95.0,4.89,0.301
2010-06-17,117.4,317.2,91.1,1.908,1.48
2010-06-18,180.8,313.1,88.6,2.867,0.418
2010-06-19,87.1,313.4,96.8,0.11,1.274
2010-06-20,141.8,298.9,96.1,-2.795,0.18
2010-06-21,152.6,297.2,93.0,-0.803,0.001
2010-06-22,308.3,288.2,90.2,1.128,0.022
2010-06-23,283.7,262.3,67.67,4.681,0.224
2010-06-24,325.6,262.8,58.36,6.966,0.253
2010-06-25,290.5,272.9,59.77,7.63,0.309
2010-06-26,308.7,270.2,58.96,8.37,0.502
2010-06-27,233.6,279.0,61.54,9.2,0.454
2010-06-28,247.8,287.7,70.0,9.2,0.525
2010-06-29,200.6,287.3,71.1,8.6,0.828
2010-06-30,291.6,284.9,64.92,9.42,0.805
2010-07-01,284.3,289.9,65.99,10.37,0.644
2010-07-02,273.3,299.5,65.13,10.59,1.506
2010-07-03,253.3,304.8,62.87,10.58,1.436
2010-07-04,227.8,309.1,73.8,9.28,1.091
2010-07-05,258.5,304.4,76.4,9.28,0.217
2010-07-06,249.1,280.3,71.2,8.2,0.29
2010-07-07,357.4,271.4,42.03,11.36,0.863
2010-07-08,325.5,284.0,50.56,12.52,1.395
2010-07-09,314.8,292.4,34.02,14.24,3.5
2010-07-10,220.9,308.6,58.37,12.91,1.786
2010-07-11,276.5,306.8,64.14,11.84,2.1
2010-07-12,278.8,301.0,45.75,12.1,2.875
2010-07-13,249.6,305.1,58.06,12.81,2.787
2010-07-14,313.2,302.3,52.27,13.04,2.485
2010-07-15,245.7,311.8,73.7,10.84,1.138
2010-07-16,270.2,319.5,71.1,11.59,1.944
2010-07-17,163.5,314.1,79.3,9.12,1.47
2010-07-18,348.6,251.6,54.81,8.42,0.239
2010-07-19,277.5,272.9,56.38,11.12,0.168
2010-07-20,307.0,287.9,53.63,12.06,0.716
2010-07-21,240.8,299.2,68.47,10.89,1.801
2010-07-22,148.3,321.6,79.1,9.73,0.783
2010-07-23,73.5,327.4,84.8,4.986,3.109
2010-07-24,154.7,293.3,89.9,2.137,0.407
2010-07-25,256.4,263.5,73.5,3.894,0.112
2010-07-26,185.6,303.8,84.5,4.107,0.955
2010-07-27,343.0,280.9,80.8,5.496,1.121
2010-07-28,171.2,303.5,70.9,7.39,1.674
2010-07-29,96.8,320.4,88.5,3.683,2.407
2010-07-30,249.6,294.5,88.4,2.95,0.356
2010-07-31,330.9,257.0,59.35,7.85,0.305
2010-08-01,235.0,310.6,62.89,10.51,1.255
2010-08-02,68.11,329.2,81.0,7.48,1.866
2010-08-03,150.4,308.0,89.2,4.885,0.421
2010-08-04,248.0,281.4,81.2,5.072,0.621
2010-08-05,64.82,319.0,95.7,1.285,1.452
2010-08-06,297.1,261.3,86.1,1.894,0.053
2010-08-07,326.3,241.4,47.96,7.09,0.105
2010-08-08,261.2,295.3,69.76,8.43,1.222
2010-08-09,325.8,251.2,43.84,9.21,1.17
2010-08-10,243.2,309.7,76.9,9.32,0.554
2010-08-11,137.4,320.6,75.0,8.98,0.883
2010-08-12,107.2,330.7,85.4,6.425,2.021
2010-08-13,193.2,302.7,90.5,5.144,0.191
2010-08-14,68.14,304.2,92.1,3.182,0.724
2010-08-15,122.6,308.1,92.1,1.005,2.215
2010-08-16,71.0,314.7,92.4,0.914,3.227
2010-08-17,228.6,315.0,72.4,5.871,0.66
2010-08-18,55.09,332.3,65.56,6.218,3.852
2010-08-19,207.9,323.6,70.5,9.77,1.612
2010-08-20,119.2,318.2,72.7,9.63,0.618
2010-08-21,289.9,273.4,51.48,11.91,1.364
2010-08-22,293.3,275.8,38.3,13.29,1.134
2010-08-23,77.1,331.2,57.97,12.0,2.934
2010-08-24,92.8,312.1,73.6,8.39,2.977
2010-08-25,284.7,279.6,41.22,10.35,0.593
2010-08-26,276.7,309.6,49.78,14.29,2.006
2010-08-27,38.81,342.6,76.8,9.68,5.602
2010-08-28,84.4,313.2,96.1,2.966,2.607
2010-08-29,223.0,285.7,83.4,1.132,1.115
2010-08-30,155.9,291.5,91.2,-1.445,1.552
2010-08-31,289.2,228.0,70.2,1.559,0.035
2010-09-01,275.0,242.5,44.79,6.75,0.083
2010-09-02,228.1,256.6,52.13,7.21,0.143
2010-09-03,273.6,256.5,60.63,7.13,0.231
2010-09-04,269.2,253.1,54.51,7.21,0.726
2010-09-05,260.9,259.3,51.7,7.87,0.629
2010-09-06,204.1,308.5,49.26,9.56,0.903
2010-09-07,83.3,330.2,81.1,6.533,1.405
2010-09-08,61.48,304.4,88.7,2.284,2.912
2010-09-09,189.9,275.7,82.7,1.388,0.159
2010-09-10,228.0,252.4,74.9,3.208,0.018
2010-09-11,250.2,257.0,50.86,8.69,0.238
2010-09-12,176.8,295.2,76.2,6.721,1.316
2010-09-13,267.8,265.5,84.9,2.099,0.759
2010-09-14,157.4,266.1,47.1,7.36,0.257
2010-09-15,131.8,300.2,49.51,8.23,1.784
2010-09-16,150.7,318.1,86.2,4.654,2.736
2010-09-17,86.9,307.4,91.0,3.899,1.389
2010-09-18,74.0,296.7,65.57,3.258,0.862
2010-09-19,234.2,239.0,52.84,3.987,0.261
2010-09-20,231.2,237.5,42.21,6.267,0.682
2010-09-21,192.4,249.5,55.66,6.567,0.072
2010-09-22,216.1,248.5,51.25,7.4,0.057
2010-09-23,195.8,260.9,64.27,6.308,0.212
2010-09-24,29.49,305.3,92.7,1.12,1.139
2010-09-25,71.9,305.5,96.1,-1.987,0.093
2010-09-26,155.9,286.1,92.9,-3.695,0.02
2010-09-27,190.8,281.7,89.7,-4.068,0.046
2010-09-28,157.7,263.8,81.7,-2.374,0.002
2010-09-29,203.3,223.8,57.54,1.394,0.006
2010-09-30,93.1,289.4,83.9,1.013,0.338
2010-10-01,167.6,271.7,80.0,0.994,0.435
2010-10-02,210.7,276.2,59.85,5.544,0.424
2010-10-03,192.0,256.9,71.4,5.615,0.44
2010-10-04,47.8,296.4,63.16,6.216,8.56
2010-10-05,102.9,281.0,86.7,3.312,0.38
2010-10-06,183.1,253.4,53.28,6.996,0.094
2010-10-07,188.5,255.6,41.15,9.31,1.082
2010-10-08,146.8,285.2,54.22,9.52,1.687
2010-10-09,158.3,275.1,61.3,8.16,0.334
2010-10-10,105.9,271.7,70.3,5.595,0.327
2010-10-11,106.0,268.5,62.6,2.386,0.098
2010-10-12,174.6,244.3,55.97,4.12,0.028
2010-10-13,144.1,239.0,55.07,3.986,0.123
2010-10-14,174.6,230.7,49.42,4.103,0.19
2010-10-15,175.1,228.3,53.34,2.64,0.375
2010-10-16,53.34,281.0,77.2,-3.435,0.519
2010-10-17,73.8,293.9,93.3,-5.451,0.0
2010-10-18,103.8,270.2,91.3,-6.304,0.027
2010-10-19,126.2,240.8,60.79,-3.093,0.491
2010-10-20,137.9,261.6,92.0,-6.69,1.859
2010-10-21,165.8,191.7,18.7,-0.741,0.565
2010-10-22,103.5,260.3,27.37,1.718,2.933
2010-10-23,64.59,270.0,70.9,-0.345,3.907
2010-10-24,54.34,297.2,89.6,-3.172,2.664
2010-10-25,67.76,272.0,81.6,-6.591,3.919
2010-10-26,160.6,209.1,49.23,-4.29,0.723
2010-10-27,91.1,240.6,51.62,2.596,0.065
2010-10-28,141.3,234.9,57.4,2.986,0.934
2010-10-29,140.9,229.3,28.75,4.772,1.401
2010-10-30,59.2,293.1,54.51,2.22,6.171
2010-10-31,39.2,301.5,68.9,0.782,6.063
2010-11-01,82.2,276.5,82.9,1.304,0.834
2010-11-02,59.0,287.1,94.1,-0.408,0.234
2010-11-03,87.1,243.6,52.97,1.999,0.308
2010-11-04,117.0,237.3,41.82,5.092,0.177
2010-11-05,126.1,225.0,31.05,5.315,0.496
2010-11-06,121.8,234.7,48.28,2.553,1.648
2010-11-07,27.77,268.7,84.8,-3.552,2.251
2010-11-08,83.6,268.6,85.0,-7.48,2.755
2010-11-09,45.86,265.8,87.5,-5.682,2.594
2010-11-10,42.15,281.3,86.2,-5.366,3.584
2010-11-11,114.4,235.3,62.35,-4.864,1.935
2010-11-12,18.23,306.4,91.7,1.303,6.45
2010-11-13,111.7,238.9,43.76,5.019,3.124
2010-11-14,56.66,275.4,49.79,5.044,1.212
2010-11-15,29.05,307.7,91.2,-1.005,0.083
2010-11-16,24.63,292.8,93.3,-5.824,0.0
2010-11-17,109.9,267.1,71.4,-2.626,0.489
2010-11-18,51.94,277.1,90.9,-6.196,0.151
2010-11-19,101.7,216.3,68.61,-7.44,0.142
2010-11-20,52.32,258.4,63.48,-4.629,3.526
2010-11-21,79.1,246.7,80.8,-5.28,0.409
2010-11-22,53.31,278.9,87.7,-6.798,0.181
2010-11-23,44.25,274.4,89.7,-9.67,0.011
2010-11-24,90.7,234.0,73.7,-12.06,0.237
2010-11-25,46.02,239.4,73.1,-11.02,1.413
2010-11-26,47.57,215.3,85.8,-15.44,0.593
2010-11-27,32.63,240.2,74.5,-11.5,5.992
2010-11-28,53.62,244.2,71.6,-9.03,0.575
2010-11-29,44.13,187.3,57.21,-12.64,2.185
2010-11-30,43.08,234.6,50.31,-9.87,1.176
2010-12-01,30.94,272.9,90.4,-9.36,2.357
2010-12-02,62.3,168.5,39.0,-12.89,1.28
2010-12-03,56.74,205.3,63.27,-14.78,0.367
2010-12-04,51.12,167.8,27.52,-11.62,0.704
2010-12-05,32.64,276.9,56.07,-3.3,6.668
2010-12-06,16.63,315.9,95.5,0.446,9.79
2010-12-07,31.74,291.3,86.4,0.424,5.782
2010-12-08,25.71,302.5,78.7,0.945,7.15
2010-12-09,39.77,226.6,88.5,-9.01,2.158
2010-12-10,28.54,201.5,62.43,-8.77,0.469
2010-12-11,32.94,218.7,44.79,-1.961,0.491
2010-12-12,35.64,178.4,40.63,-6.643,1.939
2010-12-13,39.07,155.8,50.71,-13.33,0.059
2010-12-14,41.36,194.0,66.75,-15.97,0.096
2010-12-15,32.48,187.4,72.7,-17.42,0.072
2010-12-16,45.35,208.4,59.25,-14.4,0.571
2010-12-17,29.58,251.5,86.8,-13.9,3.383
2010-12-18,40.98,196.1,72.7,-15.87,1.958
2010-12-19,24.33,271.9,67.41,-6.194,6.703
2010-12-20,29.29,255.5,72.8,-4.524,4.52
2010-12-21,39.44,266.6,59.4,-3.61,2.042
2010-12-22,26.27,269.8,60.72,0.161,4.848
2010-12-23,33.2,290.6,82.1,-1.827,1.665
2010-12-24,15.55,282.4,89.8,-8.11,0.0
2010-12-25,20.29,257.0,86.7,-14.48,0.0
2010-12-26,40.37,193.3,37.1,-12.66,1.183
2010-12-27,40.71,238.0,27.13,-6.247,0.565
2010-12-28,20.7,276.1,69.47,-3.037,1.138
2010-12-29,40.59,213.5,35.57,-1.501,0.48
2010-12-30,51.31,250.6,47.61,-0.407,0.072
2010-12-31,39.63,193.9,37.12,-1.918,0.042
2011-01-01,40.46,187.8,21.24,-3.405,0.069
2011-01-02,42.45,178.0,23.83,-4.346,0.067
2011-01-03,45.32,165.7,8.74,-6.007,0.315
2011-01-04,50.69,213.8,55.32,-9.07,2.095
2011-01-05,60.4,208.1,46.77,-5.979,2.567
2011-01-06,30.09,304.0,82.1,-0.934,6.701
2011-01-07,45.34,266.5,69.87,1.396,4.528
2011-01-08,56.69,247.9,57.53,0.111,4.118
2011-01-09,31.81,279.1,73.5,-2.176,1.909
2011-01-10,42.61,249.3,82.7,-5.288,0.207
2011-01-11,42.55,242.1,64.37,-5.809,1.294
2011-01-12,32.06,288.1,75.6,-2.449,0.481
2011-01-13,60.09,267.5,60.22,1.1,1.148
2011-01-14,67.15,210.2,22.0,2.362,2.223
2011-01-15,74.7,224.2,34.8,1.74,1.449
2011-01-16,79.4,207.0,18.09,4.463,1.321
2011-01-17,81.7,207.2,29.26,0.261,1.02
2011-01-18,71.1,228.3,58.14,-3.315,0.33
2011-01-19,87.6,200.6,67.64,-9.63,0.403
2011-01-20,82.5,186.4,51.81,-14.32,0.585
2011-01-21,97.0,152.8,52.27,-15.22,2.303
2011-01-22,102.1,157.7,35.57,-13.23,0.023
2011-01-23,98.2,170.3,27.3,-8.97,0.235
2011-01-24,93.1,180.2,42.62,-8.74,0.064
2011-01-25,90.2,205.3,51.03,-9.28,0.017
2011-01-26,104.0,222.3,63.79,-9.84,0.225
2011-01-27,107.5,182.4,46.08,-9.49,0.059
2011-01-28,89.8,190.8,54.84,-10.74,0.011
2011-01-29,118.6,192.5,47.18,-8.71,0.163
2011-01-30,74.5,210.8,72.1,-7.4,0.768
2011-01-31,113.7,198.4,66.87,-6.528,0.165
2011-02-01,127.2,174.3,27.93,-5.281,0.698
2011-02-02,129.2,183.0,17.65,-2.163,3.211
2011-02-03,88.7,209.4,33.8,-2.627,0.182
2011-02-04,121.0,208.0,32.93,-1.855,0.404
2011-02-05,132.7,201.3,22.31,1.82,1.464
2011-02-06,138.3,197.6,9.58,4.985,3.333
2011-02-07,138.8,197.1,11.9,3.533,1.761
2011-02-08,139.2,195.0,20.49,-0.011,1.287
2011-02-09,144.2,194.8,17.1,0.97,0.61
2011-02-10,148.2,191.5,20.95,-1.274,0.711
2011-02-11,137.7,224.0,55.23,-0.978,0.333
2011-02-12,135.5,219.5,54.82,-2.726,0.416
2011-02-13,145.4,210.8,50.64,-4.749,0.497
2011-02-14,120.0,226.1,66.97,-5.714,0.361
2011-02-15,63.28,274.1,86.6,-6.526,0.302
2011-02-16,66.94,283.8,82.1,-7.1,0.115
2011-02-17,129.4,208.3,57.44,-6.419,0.079
2011-02-18,163.4,190.3,56.21,-7.2,0.755
2011-02-19,119.0,229.8,25.78,-4.017,0.356
2011-02-20,79.6,278.9,88.8,-7.2,1.537
2011-02-21,162.3,222.0,70.1,-8.93,0.334
2011-02-22,98.1,233.0,71.8,-9.27,0.168
2011-02-23,173.6,192.1,32.57,-9.81,0.083
2011-02-24,57.98,279.6,82.8,-4.699,0.079
2011-02-25,173.4,211.0,49.5,-2.378,0.176
2011-02-26,128.3,259.7,68.86,-2.558,1.003
2011-02-27,84.9,276.4,91.4,-8.16,0.17
2011-02-28,138.6,247.5,88.8,-9.08,0.075
2011-03-01,173.4,215.3,67.21,-5.954,1.635
2011-03-02,203.2,183.8,34.83,-5.578,0.894
2011-03-03,151.9,215.7,63.73,-8.33,0.971
2011-03-04,177.3,219.0,51.55,-4.962,4.83
2011-03-05,200.6,193.1,40.88,-5.453,0.205
2011-03-06,209.4,195.4,39.64,-2.916,0.077
2011-03-07,213.6,196.6,33.7,-1.87,0.513
2011-03-08,214.4,189.0,43.58,-4.082,0.336
2011-03-09,214.8,195.1,47.39,-4.355,0.652
2011-03-10,206.5,204.5,54.21,-3.694,0.342
2011-03-11,220.5,202.6,32.61,-1.419,0.836
2011-03-12,104.6,252.0,60.62,-3.447,3.999
2011-03-13,80.8,284.0,63.02,-2.763,9.8
2011-03-14,201.9,228.6,71.1,-2.593,0.188
2011-03-15,133.5,256.8,55.49,0.14,9.19
2011-03-16,114.9,302.1,87.2,-2.031,2.279
2011-03-17,78.5,304.1,94.4,-3.404,0.13
2011-03-18,219.9,252.8,72.8,-3.616,0.097
2011-03-19,140.2,276.2,91.4,-4.851,0.781
2011-03-20,242.0,196.9,54.99,-5.416,0.048
2011-03-21,245.6,188.5,47.39,-4.805,0.108
2011-03-22,242.9,201.0,51.41,-3.502,0.052
2011-03-23,245.5,218.3,43.96,1.242,0.109
2011-03-24,251.8,214.9,39.62,1.381,1.008
2011-03-25,236.1,239.6,55.67,-0.172,0.294
2011-03-26,175.7,241.3,64.68,-1.673,0.318
2011-03-27,136.4,272.9,71.3,-2.035,0.079
2011-03-28,137.6,303.1,87.5,-2.465,0.017
2011-03-29,221.6,247.9,63.93,-2.245,0.154
2011-03-30,197.9,294.4,92.9,-2.973,0.595
2011-03-31,145.1,266.6,72.2,-0.314,0.384
2011-04-01,251.2,231.1,38.22,3.308,0.367
2011-04-02,274.0,230.5,38.27,5.03,0.662
2011-04-03,188.5,265.3,51.9,4.321,0.621
2011-04-04,162.9,274.8,81.6,-0.575,2.075
2011-04-05,233.9,232.8,23.57,2.647,0.15
2011-04-06,263.4,243.2,43.07,5.813,0.009
2011-04-07,279.1,246.5,40.17,7.51,0.325
2011-04-08,290.4,233.1,39.14,6.059,0.606
2011-04-09,291.7,232.6,23.41,7.57,0.736
2011-04-10,287.8,229.0,31.58,5.7,1.264
2011-04-11,303.7,248.6,49.27,4.231,0.153
2011-04-12,82.7,288.1,88.5,-2.137,1.014
2011-04-13,288.2,210.0,57.93,-5.98,0.019
2011-04-14,161.6,279.9,86.3,-5.672,0.339
2011-04-15,260.5,225.5,72.1,-4.815,0.142
2011-04-16,293.5,223.2,67.1,-2.484,0.372
2011-04-17,297.8,225.4,64.12,-1.476,0.154
2011-04-18,286.4,232.3,59.41,0.309,0.229
2011-04-19,265.5,238.3,60.69,1.012,0.028
2011-04-20,310.8,222.6,54.45,1.259,0.535
2011-04-21,295.7,225.1,50.93,1.205,0.947
2011-04-22,313.3,227.7,52.32,1.03,2.951
2011-04-23,236.0,286.2,73.9,1.565,0.641
2011-04-24,283.5,266.8,79.4,1.755,0.085
2011-04-25,230.3,274.6,71.0,3.1,1.021
2011-04-26,340.3,231.9,52.59,2.705,0.721
2011-04-27,249.4,247.8,65.13,-0.327,0.35
2011-04-28,150.4,281.4,85.5,-1.204,0.151
2011-04-29,214.3,309.9,89.3,-1.331,0.028
2011-04-30,268.4,254.5,72.7,-0.378,0.163
2011-05-01,264.4,257.1,68.28,1.238,0.23
2011-05-02,236.5,272.4,70.2,1.88,0.753
2011-05-03,90.0,304.5,88.4,-0.059,0.745
2011-05-04,301.9,217.1,57.65,-1.031,0.217
2011-05-05,339.2,211.4,29.19,1.854,0.299
2011-05-06,252.7,261.7,62.2,3.393,0.906
2011-05-07,268.8,258.4,54.09,5.722,0.829
2011-05-08,238.7,294.7,62.5,7.07,0.566
2011-05-09,239.3,261.3,51.6,6.946,0.094
2011-05-10,260.6,272.7,62.31,6.622,0.193
2011-05-11,223.2,283.9,64.16,6.202,0.367
2011-05-12,96.2,303.4,81.1,3.857,1.193
2011-05-13,318.3,260.6,55.05,5.012,1.154
2011-05-14,118.8,309.7,85.9,1.858,1.773
2011-05-15,160.4,290.8,93.9,-4.175,0.238
2011-05-16,293.8,239.9,75.2,-0.789,0.005
2011-05-17,234.4,263.6,66.23,2.973,0.412
2011-05-18,381.3,289.8,75.3,4.199,2.08
2011-05-19,296.9,271.0,74.3,3.832,2.527
2011-05-20,270.8,262.5,63.87,4.362,2.438
2011-05-21,247.2,276.3,68.64,5.357,2.751
2011-05-22,183.5,301.7,75.9,5.394,2.301
2011-05-23,337.6,252.9,47.41,7.94,2.598
2011-05-24,337.1,259.1,46.84,7.98,2.881
2011-05-25,253.6,280.5,49.03,8.87,2.643
2011-05-26,244.6,306.3,67.86,7.39,5.027
2011-05-27,60.74,289.2,92.3,-0.273,4.453
2011-05-28,351.2,233.9,64.23,2.286,1.926
2011-05-29,353.7,252.5,50.41,7.58,2.154
2011-05-30,277.1,290.3,67.06,7.41,3.357
2011-05-31,88.1,319.5,93.7,1.337,11.11
2011-06-01,234.9,295.8,93.8,0.216,3.559
2011-06-02,298.0,302.5,70.7,6.621,3.647
2011-06-03,282.5,302.4,71.3,7.01,3.746
2011-06-04,256.0,299.0,85.0,6.037,1.584
2011-06-05,243.2,303.8,82.8,5.054,2.148
2011-06-06,203.4,300.1,86.7,4.259,1.886
2011-06-07,125.6,315.8,90.4,3.833,1.415
2011-06-08,100.2,323.8,98.6,1.543,1.993
2011-06-09,102.2,305.8,98.5,-0.615,2.045
2011-06-10,269.8,289.6,81.2,2.117,2.785
2011-06-11,131.1,310.8,97.2,0.862,2.39
2011-06-12,247.9,283.1,82.8,3.169,2.479
2011-06-13,142.9,308.0,87.0,4.033,2.58
2011-06-14,245.2,288.5,78.2,5.84,2.093
2011-06-15,245.7,300.6,75.8,7.94,2.193
2011-06-16,206.4,307.9,77.7,7.24,3.875
2011-06-17,175.1,308.8,70.0,7.65,4.959
2011-06-18,69.14,314.0,89.8,2.012,5.142
2011-06-19,265.9,286.1,86.9,0.791,3.593
2011-06-20,261.5,290.4,68.5,7.76,3.308
2011-06-21,237.8,307.4,64.97,9.27,3.809
2011-06-22,104.4,336.4,76.2,8.48,5.303
2011-06-23,151.1,315.7,82.5,5.009,5.119
2011-06-24,266.3,275.3,78.1,3.472,2.563
2011-06-25,346.4,275.8,59.52,9.42,1.832
2011-06-26,364.2,266.1,23.54,13.65,4.35
2011-06-27,357.6,281.0,45.07,13.58,3.839
2011-06-28,333.9,283.8,50.0,13.34,3.973
2011-06-29,187.0,325.7,82.4,9.64,3.092
